LP_addr,balance
0xd13294fa603d9243fb9aeff338a5639ee1bd6599,54789.17925834586
0x9da423a15a87e145d9daef73f30a710cb4106bd2,1.8748485857432775
0x002570980aa53893c6981765698b6ebab8ae7ea1,125740.22167728945
0x126bc064dbd1d0205fc608c3178a60c9706b482c,839.1100567605276
0x26e4674c09cbbf0b367aae65d8d08b112e307a53,486097.71697425167
0x4602f9ed469c6bbdabd7c3708ea01f9d1739941d,18527.0949745846
0x4f20e69e7ba5ab2fb2ae25a1d17c93fe5307faa9,6725.70729880137
0x53a1f52e5c6edb497181da76e2cd67da619dfaa4,5658.010926274734
0x5a254e280c09878894350cb9daaada9dc864e6ea,4414.073450524797
0x5b520e99129194105c465230d3cb6c9e4b172147,47773.366945712834
0x7996756d47cca280637279346854aef4405cb882,8016.103287290715
0x8915e50c8691eb9263f922e8e254510c2e5c74c2,14.99878868594622
0x8eac3cf74fe6dc46a8ed9bf07a15f67dfbeefdc9,16.49866755454084
0x933b7dfefae9e2e8385054d1c9b1143d9aeeb069,580.5349204084221
0x9e7f35249a3202d2821c3ebc961592bdb13112b7,13233.92407632547
0xa33e4d70758a1f4cf4dd259c2e4fa4031d6ef17e,1830.8545392567225
0xa911ccf5f6c7bd5fb25188d41a536890c3c8fae5,200826.03099988244
0xac1ef6882e050de9b97071e0cb4fa6f734a3b139,5971.670868214104
0xb1e24789311f14b6270b2b4ed11a768bf9b547ff,143543.61757990866
0xc4c1a4cf7abdd8448fcb751f2cef65962e49d193,4265.438469614091
0xca4978de40b430814913f0488194df6779953661,40969.74085093227
0xce74a5886ea7a8a675d8fb5fc11a697a23fe1dc8,144521.5084746718
0xcf8a4b99640defaf99acae9d770dec9dff37927d,198407.23141806189
0xd0529b53bae79ebf00e429dc74c897fc372f61de,14952.46016457382
0xdd4320fdf0b791720ca184b3fa413c406e1926f0,663.452633458587
0xe0dc24a3d7478eb840dc63baa20fcb06cdb123be,95847.4513254693
0xe5e525493ddb7a2e6293a087e8debfd17c1827fb,99.68306776382546
0xeb18bad7365a40e36a41fb8734eb0b855d13b74f,4548.538382063356
0xf0a8802509421df907188434d4fc230cf9271672,615612.721589057
0xf128f48aa68012e2010a1731c068c9af933f6832,2871.557172754947
0xf9303877f107f5cd2cb0654b6d7a6d749fa03856,10296.264069325533
0x1280cfea89a214b490c202fa22688813df8d8c04,12456.237918693121
0x33b85a77025cd4ba00b4b8ad937f4c222496671b,31844.360642598935
0x4112111874dd89d82d50b25d947de2fe937aa80d,2976.1084712709285
0x7457667ee63bca3c134f246af687091e7e259bc2,4984.153388191274
0x916166aa5e24015e354c21a4ffd18f1ccc563fe8,1687.3637271689497
0xb2c05cc06f3de252fd515f5f1cc5fa184d8cf728,19935.49463418791
0xb6d20582c36946cf6569124b6cac116753eacc61,24409.095161085745
0xc3f90485a726c67c6227b39442918e241f43283e,4340.323110159818
0xeb4432778582727535493d2ad116b5eed9140403,991.8465242500635
0x5ba98ca9d272252b6202d7609d7c03faafd724a6,2753.179137081431
0x8e0c02f983605afba2b378477dcefbef0d0d6055,453.9008426084475
0x904d5d363a821ae8cde75802fcaac65ae4758857,2028.174400994102
0xcfd1d657f820404fedb594e5b0981a1b03dd6bef,59809.84065829528
0xed0ed00674608e747f5b39479a0c4cf6558d206e,465.91360388127856
0x31de8032504db7adbd94216ea583a1cd600b05d4,11788.51959375
0x4d26f0e78c154f8fda7acf6646246fa135507017,22485.50959548611
0x57080ef7511d29ff64610b58abd73a9e402c7095,97041.4664680841
0x847b4092a678263ed08d0eeb98e9b0844d6df3fd,119.43341736428209
0xa405ab2f58ed359c0db3b5ff93221d7d8a20f194,2567.7014026667935
0xfa113845230f524650cbcf238b14202921c2f154,13756.263351407915
0x5d2b315c465e133a346c960f46f5aa1ed88a3179,12795.73803615709
0xf92d2ff667f905ec34396af4769ff6d04e7ec84e,496018.07854515477
0x0daefc5251f8f7f5a5dc987e8a6c96d9deb84559,1494.60162195586
0x1215fed867ad6eb5f078fc8b477a1a32eb59d75d,4667.100373921867
0x66de7757e105b1c7602289e37eaf9c8c311f4366,1075.565486444064
0x6c8347feb212dda7a4e36afd2c2207824ad48282,165.13666343226788
0x375bb5678079e8cd1ac192fbf375633913a136c7,1092.5264226915272
0x4ac8e3fd41c06499fc63427ec3ae9d86d46d9d71,1993.6613552765093
0x9718d4c1c35c5438cdce9759dd756041aafb4eef,502.99506119989854
0x53cf2076e92b15fec134f74a1a942e8e6add5c46,2857.2425719812277
0x846ec9a67287c24823c135352f81a9346f511f0f,4984.153388191274
0x25faf04c86f59e4e5f640a1a84432bedb3bed6b7,4984.153388191274
0x2a3be5b2447b36bb8c268f5dace810a535eb1e77,70409.24866676179
0x339d63bfedc56d60afd3bb8c6ba1442a8c7adf50,3378.3787715230214
0x8e0d1207e312a1761319825882209f0c737f24fc,9612.43822446569
0x9f3ce0ad29b767d809642a53c2bccc9a130659d7,24920.766940956368
0xd8a7b5f1bf69b66a1ba464af5c6adba17c120eec,18607.8382594733
0x7d2685d2dd89732389831bd8924e4f8846877970,6211.396895611365
0x9efb7616da129a998c82ebefac9db467dd841f03,9968.306776382547
0x02535d7bab47a83d33623c9a4ca854a1b1192121,3663.988571846461
0x76618e298f5b5f43c254dcc863cef16cf89d4f0a,12412.665152975964
0xd1fba4e426b85dc4256a991af3c7808e69689e3b,9418.33262645865
0x15558eb2aeb93ed561515a47441bf49250933ba9,498415.33881912736
0xdd9743f6723fc1467d1ea48ba6bdb9a685b83c0b,2517.993276366692
0x64b0012681110fc8aa09f9e0eb29f64ec3010594,6211.396895611365
